property_id,ward_id,ward_name,zone,lat,lng,address,pincode,property_type,area_sqm,detection_type,confidence,ndbi_delta,area_delta,ndvi_drop,osm_status,db_match,baseline_year,comparison_year,detected_at,status,estimated_annual_tax_inr,owner_name,s3_geojson_key
GVMC-053-0031,53,Pedagantyada,Gnanapuram,17.691518,83.248756,"D.No 9-5, Lane, Pedagantyada, Visakhapatnam - 530029",530029,Mixed Use,344,change_of_use,0.86,0.86,0.79,0.82,0.73,0.59,2022,2024,2024-11-13T04:00:00Z,verified,13760,"Suresh Murthy",mock/ward-53/GVMC-053-0031.json
GVMC-053-0032,53,Pedagantyada,Gnanapuram,17.687627,83.245105,"D.No 18, Main Road, Pedagantyada, Visakhapatnam - 530029",530029,Commercial,949,new_build,0.8,0.81,0.76,0.67,0.51,0.63,2022,2024,2024-05-12T03:00:00Z,false_positive,75920,"Anitha Raju",mock/ward-53/GVMC-053-0032.json
GVMC-053-0033,53,Pedagantyada,Gnanapuram,17.692874,83.279745,"D.No 22, Colony Road, Pedagantyada, Visakhapatnam - 530029",530029,Commercial,617,change_of_use,0.87,0.81,0.75,0.72,0.66,0.72,2022,2024,2024-04-01T03:00:00Z,pending,24680,"Ramesh Rao",mock/ward-53/GVMC-053-0033.json
GVMC-053-0034,53,Pedagantyada,Gnanapuram,17.662608,83.27971,"D.No 19-2, Colony Road, Pedagantyada, Visakhapatnam - 530029",530029,Vacant Land,274,change_of_use,0.6,0.57,0.48,0.61,0.35,0.33,2022,2024,2024-02-28T02:00:00Z,already_assessed,10960,"Divya Rao",mock/ward-53/GVMC-053-0034.json
GVMC-053-0035,53,Pedagantyada,Gnanapuram,17.683991,83.268934,"D.No 29, Cross Street, Pedagantyada, Visakhapatnam - 530029",530029,Residential,372,new_build,0.71,0.72,0.6,0.6,0.56,0.38,2022,2024,2024-05-05T02:00:00Z,verified,29760,"Rajesh Raju",mock/ward-53/GVMC-053-0035.json
GVMC-053-0036,53,Pedagantyada,Gnanapuram,17.684758,83.267999,"D.No 20-4, Nagar Road, Pedagantyada, Visakhapatnam - 530029",530029,Mixed Use,872,new_build,0.77,0.69,0.73,0.68,0.69,0.65,2022,2024,2024-02-25T04:00:00Z,pending,69760,"Naveen Prasad",mock/ward-53/GVMC-053-0036.json
GVMC-053-0037,53,Pedagantyada,Gnanapuram,17.661908,83.266822,"D.No 1-7, Main Road, Pedagantyada, Visakhapatnam - 530029",530029,Industrial,593,change_of_use,0.63,0.52,0.44,0.58,0.48,0.38,2022,2024,2024-02-16T04:00:00Z,verified,23720,"Suresh Naidu",mock/ward-53/GVMC-053-0037.json
GVMC-053-0038,53,Pedagantyada,Gnanapuram,17.67199,83.260349,"D.No 43, Ring Road Extension, Pedagantyada, Visakhapatnam - 530029",530029,Residential,235,new_build,0.63,0.67,0.52,0.49,0.52,0.52,2022,2024,2024-01-06T02:00:00Z,verified,18800,"Anitha Sarma",mock/ward-53/GVMC-053-0038.json
GVMC-053-0039,53,Pedagantyada,Gnanapuram,17.678518,83.248122,"D.No 27, Beach Road, Pedagantyada, Visakhapatnam - 530029",530029,Residential,868,new_build,0.44,0.34,0.43,0.36,0.34,0.23,2022,2024,2024-06-10T04:00:00Z,pending,69440,"Naveen Devi",mock/ward-53/GVMC-053-0039.json
GVMC-053-0040,53,Pedagantyada,Gnanapuram,17.668175,83.26333,"D.No 41, Beach Road, Pedagantyada, Visakhapatnam - 530029",530029,Residential,351,new_build,0.49,0.43,0.49,0.38,0.29,0.35,2022,2024,2024-07-01T01:00:00Z,false_positive,28080,"Anil Chowdary",mock/ward-53/GVMC-053-0040.json
GVMC-053-0041,53,Pedagantyada,Gnanapuram,17.691915,83.277472,"D.No 40-1, Lane, Pedagantyada, Visakhapatnam - 530029",530029,Residential,177,new_build,0.71,0.7,0.65,0.63,0.45,0.51,2022,2024,2024-01-25T02:00:00Z,pending,14160,"Prasad Varma",mock/ward-53/GVMC-053-0041.json
GVMC-053-0042,53,Pedagantyada,Gnanapuram,17.68677,83.28561,"D.No 23-9, Ring Road Extension, Pedagantyada, Visakhapatnam - 530029",530029,Commercial,598,new_build,0.57,0.49,0.55,0.45,0.44,0.4,2022,2024,2024-10-27T04:00:00Z,pending,47840,"Ramesh Prasad",mock/ward-53/GVMC-053-0042.json
GVMC-053-0043,53,Pedagantyada,Gnanapuram,17.692616,83.282569,"D.No 39, Beach Road, Pedagantyada, Visakhapatnam - 530029",530029,Residential,255,change_of_use,0.98,0.92,0.87,0.8,0.73,0.71,2022,2024,2024-09-28T04:00:00Z,pending,10200,"Anitha Patnaik",mock/ward-53/GVMC-053-0043.json
GVMC-053-0044,53,Pedagantyada,Gnanapuram,17.67605,83.241195,"D.No 44, Market Road, Pedagantyada, Visakhapatnam - 530029",530029,Commercial,622,change_of_use,0.85,0.75,0.82,0.76,0.67,0.7,2022,2024,2024-11-09T01:00:00Z,pending,24880,"Lakshmi Murthy",mock/ward-53/GVMC-053-0044.json
GVMC-053-0045,53,Pedagantyada,Gnanapuram,17.678386,83.247088,"D.No 22-5, Market Road, Pedagantyada, Visakhapatnam - 530029",530029,Residential,128,change_of_use,0.76,0.65,0.56,0.63,0.52,0.64,2022,2024,2024-05-13T02:00:00Z,false_positive,5120,"Naveen Raju",mock/ward-53/GVMC-053-0045.json
GVMC-054-0001,54,New Gajuwaka,Gajuwaka,17.678411,83.191926,"D.No 8, Beach Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,473,change_of_use,0.7,0.63,0.68,0.68,0.52,0.54,2022,2024,2024-05-10T04:00:00Z,verified,18920,"Padma Varma",mock/ward-54/GVMC-054-0001.json
GVMC-054-0002,54,New Gajuwaka,Gajuwaka,17.668949,83.198998,"D.No 38-2, Beach Road, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,443,new_build,0.89,0.8,0.85,0.85,0.58,0.67,2022,2024,2024-05-11T03:00:00Z,verified,35440,"Srinivas Sarma",mock/ward-54/GVMC-054-0002.json
GVMC-054-0003,54,New Gajuwaka,Gajuwaka,17.663382,83.226473,"D.No 1-8, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Industrial,240,change_of_use,0.64,0.57,0.48,0.58,0.48,0.56,2022,2024,2024-07-13T03:00:00Z,underassessed,9600,"Sowjanya Devi",mock/ward-54/GVMC-054-0003.json
GVMC-054-0004,54,New Gajuwaka,Gajuwaka,17.674123,83.194395,"D.No 20-2, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,584,change_of_use,0.6,0.6,0.61,0.52,0.46,0.45,2022,2024,2024-02-17T01:00:00Z,verified,23360,"Anil Varma",mock/ward-54/GVMC-054-0004.json
GVMC-054-0005,54,New Gajuwaka,Gajuwaka,17.674952,83.236864,"D.No 18, Market Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,394,new_build,0.43,0.38,0.46,0.38,0.37,0.36,2022,2024,2024-05-03T02:00:00Z,pending,31520,"Ramesh Prasad",mock/ward-54/GVMC-054-0005.json
GVMC-054-0006,54,New Gajuwaka,Gajuwaka,17.642522,83.217823,"D.No 5, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,155,new_build,0.71,0.73,0.64,0.56,0.5,0.55,2022,2024,2024-12-19T01:00:00Z,pending,12400,"Sunitha Reddy",mock/ward-54/GVMC-054-0006.json
GVMC-054-0007,54,New Gajuwaka,Gajuwaka,17.671597,83.21132,"D.No 1, Main Road, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,641,change_of_use,0.63,0.54,0.47,0.57,0.43,0.38,2022,2024,2024-08-19T03:00:00Z,pending,25640,"Kavitha Chowdary",mock/ward-54/GVMC-054-0007.json
GVMC-054-0008,54,New Gajuwaka,Gajuwaka,17.655366,83.221055,"D.No 31, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,381,change_of_use,0.67,0.68,0.6,0.56,0.43,0.37,2022,2024,2024-02-01T01:00:00Z,underassessed,15240,"Krishna Sarma",mock/ward-54/GVMC-054-0008.json
GVMC-054-0009,54,New Gajuwaka,Gajuwaka,17.663605,83.238719,"D.No 5, Main Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,199,change_of_use,0.97,0.98,0.81,0.79,0.64,0.64,2022,2024,2024-07-03T05:00:00Z,pending,7960,"Sunitha Prasad",mock/ward-54/GVMC-054-0009.json
GVMC-054-0010,54,New Gajuwaka,Gajuwaka,17.665495,83.201594,"D.No 45, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,618,new_build,0.91,0.88,0.83,0.85,0.65,0.7,2022,2024,2024-10-13T03:00:00Z,verified,49440,"Krishna Prasad",mock/ward-54/GVMC-054-0010.json
GVMC-054-0011,54,New Gajuwaka,Gajuwaka,17.665168,83.228911,"D.No 30, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Industrial,533,change_of_use,0.88,0.9,0.7,0.72,0.64,0.54,2022,2024,2024-05-06T05:00:00Z,verified,21320,"Venkata Rao",mock/ward-54/GVMC-054-0011.json
GVMC-054-0012,54,New Gajuwaka,Gajuwaka,17.654462,83.196883,"D.No 27, Market Road, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,482,new_build,0.98,0.93,0.83,0.83,0.7,0.62,2022,2024,2024-11-22T04:00:00Z,verified,38560,"Prasad Kumar",mock/ward-54/GVMC-054-0012.json
GVMC-054-0013,54,New Gajuwaka,Gajuwaka,17.664913,83.194515,"D.No 37, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,371,new_build,0.78,0.75,0.71,0.7,0.64,0.48,2022,2024,2024-05-08T03:00:00Z,pending,29680,"Swathi Kumar",mock/ward-54/GVMC-054-0013.json
GVMC-054-0014,54,New Gajuwaka,Gajuwaka,17.66686,83.228885,"D.No 16-1, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,601,change_of_use,0.46,0.37,0.38,0.39,0.42,0.34,2022,2024,2024-03-04T03:00:00Z,underassessed,24040,"Srinivas Devi",mock/ward-54/GVMC-054-0014.json
GVMC-054-0015,54,New Gajuwaka,Gajuwaka,17.656325,83.199752,"D.No 28, Beach Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,515,change_of_use,0.53,0.48,0.46,0.5,0.36,0.44,2022,2024,2024-04-12T04:00:00Z,already_assessed,20600,"Mahesh Chowdary",mock/ward-54/GVMC-054-0015.json
GVMC-054-0016,54,New Gajuwaka,Gajuwaka,17.656877,83.232094,"D.No 33, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,299,new_build,0.69,0.71,0.61,0.65,0.62,0.45,2022,2024,2024-02-13T01:00:00Z,false_positive,23920,"Kavitha Patnaik",mock/ward-54/GVMC-054-0016.json
GVMC-054-0017,54,New Gajuwaka,Gajuwaka,17.649156,83.231247,"D.No 5, Market Road, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,919,new_build,0.95,0.82,0.9,0.75,0.68,0.72,2022,2024,2024-02-07T02:00:00Z,pending,73520,"Prasad Sarma",mock/ward-54/GVMC-054-0017.json
GVMC-054-0018,54,New Gajuwaka,Gajuwaka,17.644329,83.213919,"D.No 1, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,511,change_of_use,0.47,0.52,0.42,0.33,0.27,0.33,2022,2024,2024-05-07T02:00:00Z,verified,20440,"Anitha Prasad",mock/ward-54/GVMC-054-0018.json
GVMC-054-0019,54,New Gajuwaka,Gajuwaka,17.648349,83.211219,"D.No 2, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,78,change_of_use,0.87,0.83,0.68,0.84,0.63,0.63,2022,2024,2024-05-27T02:00:00Z,verified,3120,"Sowjanya Kumar",mock/ward-54/GVMC-054-0019.json
GVMC-054-0020,54,New Gajuwaka,Gajuwaka,17.661051,83.210184,"D.No 25, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,268,change_of_use,0.46,0.45,0.3,0.48,0.38,0.41,2022,2024,2024-10-07T02:00:00Z,pending,10720,"Kavitha Patnaik",mock/ward-54/GVMC-054-0020.json
GVMC-054-0021,54,New Gajuwaka,Gajuwaka,17.679575,83.234714,"D.No 1-8, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,575,change_of_use,0.51,0.56,0.41,0.49,0.28,0.27,2022,2024,2024-02-25T05:00:00Z,underassessed,23000,"Swathi Raju",mock/ward-54/GVMC-054-0021.json
GVMC-054-0022,54,New Gajuwaka,Gajuwaka,17.665131,83.230192,"D.No 21, Cross Street, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,405,change_of_use,0.54,0.48,0.48,0.48,0.47,0.37,2022,2024,2024-12-28T05:00:00Z,pending,16200,"Venkata Varma",mock/ward-54/GVMC-054-0022.json
GVMC-054-0023,54,New Gajuwaka,Gajuwaka,17.648272,83.229107,"D.No 27, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,451,change_of_use,0.65,0.56,0.55,0.6,0.59,0.35,2022,2024,2024-06-01T04:00:00Z,pending,18040,"Lakshmi Murthy",mock/ward-54/GVMC-054-0023.json
GVMC-054-0024,54,New Gajuwaka,Gajuwaka,17.655312,83.232268,"D.No 24, Cross Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,547,change_of_use,0.76,0.7,0.68,0.63,0.55,0.5,2022,2024,2024-07-04T05:00:00Z,pending,21880,"Ravi Prasad",mock/ward-54/GVMC-054-0024.json
GVMC-054-0025,54,New Gajuwaka,Gajuwaka,17.676305,83.205382,"D.No 10-1, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,333,new_build,0.96,0.93,0.79,0.93,0.75,0.77,2022,2024,2024-11-11T01:00:00Z,verified,26640,"Ravi Sarma",mock/ward-54/GVMC-054-0025.json
GVMC-054-0026,54,New Gajuwaka,Gajuwaka,17.66818,83.201562,"D.No 6, Beach Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,595,new_build,0.75,0.79,0.59,0.7,0.49,0.6,2022,2024,2024-10-01T02:00:00Z,pending,47600,"Anitha Chowdary",mock/ward-54/GVMC-054-0026.json
GVMC-054-0027,54,New Gajuwaka,Gajuwaka,17.668149,83.2096,"D.No 35, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,108,change_of_use,0.96,0.97,0.91,0.86,0.71,0.69,2022,2024,2024-07-19T04:00:00Z,pending,4320,"Suresh Prasad",mock/ward-54/GVMC-054-0027.json
GVMC-054-0028,54,New Gajuwaka,Gajuwaka,17.664792,83.218539,"D.No 25, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,99,new_build,0.55,0.58,0.53,0.42,0.5,0.4,2022,2024,2024-04-17T04:00:00Z,pending,7920,"Divya Prasad",mock/ward-54/GVMC-054-0028.json
GVMC-054-0029,54,New Gajuwaka,Gajuwaka,17.679751,83.208187,"D.No 10, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,494,new_build,0.51,0.45,0.36,0.45,0.48,0.36,2022,2024,2024-02-09T02:00:00Z,already_assessed,39520,"Ramesh Sarma",mock/ward-54/GVMC-054-0029.json
GVMC-054-0030,54,New Gajuwaka,Gajuwaka,17.65216,83.231508,"D.No 14, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,495,change_of_use,0.92,0.88,0.81,0.86,0.62,0.71,2022,2024,2024-10-16T05:00:00Z,pending,19800,"Naveen Raju",mock/ward-54/GVMC-054-0030.json
GVMC-054-0031,54,New Gajuwaka,Gajuwaka,17.646126,83.210634,"D.No 8, Cross Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,490,new_build,0.69,0.72,0.62,0.62,0.48,0.58,2022,2024,2024-07-12T01:00:00Z,verified,39200,"Venkata Prasad",mock/ward-54/GVMC-054-0031.json
GVMC-054-0032,54,New Gajuwaka,Gajuwaka,17.646813,83.220357,"D.No 45, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Vacant Land,605,change_of_use,0.96,0.87,0.9,0.86,0.65,0.58,2022,2024,2024-10-12T02:00:00Z,underassessed,24200,"Venkata Naidu",mock/ward-54/GVMC-054-0032.json
GVMC-054-0033,54,New Gajuwaka,Gajuwaka,17.653396,83.198053,"D.No 24, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,596,new_build,0.67,0.59,0.53,0.54,0.44,0.56,2022,2024,2024-03-01T05:00:00Z,false_positive,47680,"Divya Naidu",mock/ward-54/GVMC-054-0033.json
GVMC-054-0034,54,New Gajuwaka,Gajuwaka,17.651458,83.219003,"D.No 28-4, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,259,change_of_use,0.8,0.75,0.6,0.7,0.63,0.59,2022,2024,2024-07-02T03:00:00Z,pending,10360,"Suresh Patnaik",mock/ward-54/GVMC-054-0034.json
GVMC-054-0035,54,New Gajuwaka,Gajuwaka,17.662236,83.220134,"D.No 16, Lane, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,63,change_of_use,0.78,0.7,0.7,0.61,0.58,0.57,2022,2024,2024-08-22T01:00:00Z,false_positive,2520,"Divya Kumar",mock/ward-54/GVMC-054-0035.json
GVMC-054-0036,54,New Gajuwaka,Gajuwaka,17.663215,83.229576,"D.No 36, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Industrial,274,change_of_use,0.75,0.73,0.73,0.73,0.5,0.43,2022,2024,2024-02-17T02:00:00Z,already_assessed,10960,"Sunitha Kumar",mock/ward-54/GVMC-054-0036.json
GVMC-054-0037,54,New Gajuwaka,Gajuwaka,17.642858,83.217357,"D.No 11-3, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,851,new_build,0.71,0.74,0.57,0.66,0.43,0.6,2022,2024,2024-07-14T01:00:00Z,pending,68080,"Ramesh Patnaik",mock/ward-54/GVMC-054-0037.json
GVMC-054-0038,54,New Gajuwaka,Gajuwaka,17.653794,83.213743,"D.No 17-1, Cross Street, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,576,change_of_use,0.47,0.43,0.39,0.47,0.35,0.35,2022,2024,2024-04-06T03:00:00Z,underassessed,23040,"Ramesh Chowdary",mock/ward-54/GVMC-054-0038.json
GVMC-054-0039,54,New Gajuwaka,Gajuwaka,17.668244,83.203289,"D.No 27, Beach Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,467,new_build,0.71,0.69,0.58,0.57,0.5,0.41,2022,2024,2024-05-11T01:00:00Z,pending,37360,"Suresh Naidu",mock/ward-54/GVMC-054-0039.json
GVMC-054-0040,54,New Gajuwaka,Gajuwaka,17.678571,83.220866,"D.No 38-9, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,85,change_of_use,0.59,0.57,0.55,0.51,0.33,0.39,2022,2024,2024-08-21T05:00:00Z,pending,3400,"Krishna Naidu",mock/ward-54/GVMC-054-0040.json
GVMC-054-0041,54,New Gajuwaka,Gajuwaka,17.665396,83.211783,"D.No 14-2, Cross Street, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,265,new_build,0.77,0.8,0.58,0.7,0.48,0.47,2022,2024,2024-06-27T01:00:00Z,false_positive,21200,"Padma Murthy",mock/ward-54/GVMC-054-0041.json
GVMC-054-0042,54,New Gajuwaka,Gajuwaka,17.670476,83.197509,"D.No 43, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,237,change_of_use,0.7,0.74,0.58,0.63,0.6,0.48,2022,2024,2024-10-24T05:00:00Z,verified,9480,"Suresh Prasad",mock/ward-54/GVMC-054-0042.json
GVMC-054-0043,54,New Gajuwaka,Gajuwaka,17.672641,83.202963,"D.No 1-6, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,658,new_build,0.45,0.48,0.38,0.33,0.36,0.28,2022,2024,2024-12-02T05:00:00Z,pending,52640,"Divya Reddy",mock/ward-54/GVMC-054-0043.json
GVMC-054-0044,54,New Gajuwaka,Gajuwaka,17.659331,83.201363,"D.No 9-8, Nagar Road, New Gajuwaka, Visakhapatnam - 530032",530032,Vacant Land,197,new_build,0.59,0.49,0.43,0.43,0.51,0.36,2022,2024,2024-10-09T02:00:00Z,pending,15760,"Rajesh Rao",mock/ward-54/GVMC-054-0044.json
GVMC-054-0045,54,New Gajuwaka,Gajuwaka,17.656766,83.206815,"D.No 9-5, Cross Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,268,change_of_use,0.59,0.6,0.54,0.59,0.53,0.5,2022,2024,2024-01-12T05:00:00Z,underassessed,10720,"Kavitha Reddy",mock/ward-54/GVMC-054-0045.json
GVMC-054-0046,54,New Gajuwaka,Gajuwaka,17.642353,83.23716,"D.No 33, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,271,new_build,0.53,0.53,0.43,0.47,0.31,0.39,2022,2024,2024-02-26T03:00:00Z,false_positive,21680,"Krishna Rao",mock/ward-54/GVMC-054-0046.json
GVMC-054-0047,54,New Gajuwaka,Gajuwaka,17.640464,83.228856,"D.No 3, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,608,change_of_use,0.68,0.71,0.52,0.51,0.46,0.59,2022,2024,2024-02-05T04:00:00Z,verified,24320,"Krishna Prasad",mock/ward-54/GVMC-054-0047.json
GVMC-054-0048,54,New Gajuwaka,Gajuwaka,17.679749,83.237703,"D.No 24, Beach Road, New Gajuwaka, Visakhapatnam - 530032",530032,Vacant Land,284,change_of_use,0.55,0.51,0.55,0.48,0.35,0.39,2022,2024,2024-03-06T04:00:00Z,verified,11360,"Suresh Rao",mock/ward-54/GVMC-054-0048.json
GVMC-054-0049,54,New Gajuwaka,Gajuwaka,17.676484,83.221932,"D.No 28, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,631,change_of_use,0.76,0.77,0.74,0.65,0.49,0.44,2022,2024,2024-03-26T02:00:00Z,underassessed,25240,"Venkata Naidu",mock/ward-54/GVMC-054-0049.json
GVMC-054-0050,54,New Gajuwaka,Gajuwaka,17.658257,83.206481,"D.No 15-2, Colony Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,83,new_build,0.69,0.67,0.6,0.56,0.57,0.49,2022,2024,2024-03-12T02:00:00Z,pending,6640,"Sunitha Raju",mock/ward-54/GVMC-054-0050.json
GVMC-054-0051,54,New Gajuwaka,Gajuwaka,17.651931,83.190858,"D.No 36, Market Road, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,170,change_of_use,0.97,0.98,0.77,0.86,0.7,0.79,2022,2024,2024-06-08T02:00:00Z,pending,6800,"Lakshmi Chowdary",mock/ward-54/GVMC-054-0051.json
GVMC-054-0052,54,New Gajuwaka,Gajuwaka,17.66009,83.235807,"D.No 15, Market Road, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,665,new_build,0.81,0.69,0.66,0.63,0.59,0.62,2022,2024,2024-08-16T03:00:00Z,pending,53200,"Ramesh Chowdary",mock/ward-54/GVMC-054-0052.json
GVMC-054-0053,54,New Gajuwaka,Gajuwaka,17.651855,83.198897,"D.No 30, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,538,new_build,0.95,0.87,0.82,0.92,0.77,0.72,2022,2024,2024-12-18T05:00:00Z,verified,43040,"Kavitha Prasad",mock/ward-54/GVMC-054-0053.json
GVMC-054-0054,54,New Gajuwaka,Gajuwaka,17.64005,83.200702,"D.No 40, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,442,change_of_use,0.94,0.92,0.72,0.83,0.68,0.6,2022,2024,2024-04-15T05:00:00Z,pending,17680,"Rajesh Patnaik",mock/ward-54/GVMC-054-0054.json
GVMC-054-0055,54,New Gajuwaka,Gajuwaka,17.663882,83.22463,"D.No 7, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,329,new_build,0.56,0.59,0.53,0.49,0.5,0.29,2022,2024,2024-06-08T01:00:00Z,pending,26320,"Anitha Naidu",mock/ward-54/GVMC-054-0055.json
GVMC-054-0056,54,New Gajuwaka,Gajuwaka,17.670797,83.217263,"D.No 33-7, Main Road, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,508,new_build,0.59,0.62,0.47,0.53,0.34,0.36,2022,2024,2024-11-09T04:00:00Z,false_positive,40640,"Ravi Naidu",mock/ward-54/GVMC-054-0056.json
GVMC-054-0057,54,New Gajuwaka,Gajuwaka,17.671569,83.217852,"D.No 29, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,297,change_of_use,0.44,0.38,0.38,0.47,0.3,0.22,2022,2024,2024-05-18T05:00:00Z,pending,11880,"Ramesh Devi",mock/ward-54/GVMC-054-0057.json
GVMC-054-0058,54,New Gajuwaka,Gajuwaka,17.660969,83.220235,"D.No 31, Market Road, New Gajuwaka, Visakhapatnam - 530032",530032,Mixed Use,908,new_build,0.67,0.6,0.63,0.51,0.59,0.39,2022,2024,2024-09-01T03:00:00Z,underassessed,72640,"Prasad Raju",mock/ward-54/GVMC-054-0058.json
GVMC-054-0059,54,New Gajuwaka,Gajuwaka,17.644447,83.220283,"D.No 10, Temple Street, New Gajuwaka, Visakhapatnam - 530032",530032,Residential,171,change_of_use,0.74,0.71,0.65,0.62,0.66,0.59,2022,2024,2024-04-09T03:00:00Z,pending,6840,"Rajesh Prasad",mock/ward-54/GVMC-054-0059.json
GVMC-054-0060,54,New Gajuwaka,Gajuwaka,17.650062,83.227758,"D.No 42-2, Ring Road Extension, New Gajuwaka, Visakhapatnam - 530032",530032,Commercial,137,new_build,0.93,0.81,0.72,0.76,0.64,0.59,2022,2024,2024-10-23T05:00:00Z,pending,10960,"Sowjanya Reddy",mock/ward-54/GVMC-054-0060.json
GVMC-055-0001,55,Sabbavaram (Ward 55),Anakapalli,17.637069,83.028817,"D.No 40-7, Beach Road, Sabbavaram, Visakhapatnam - 530042",530042,Residential,369,new_build,0.86,0.8,0.66,0.67,0.69,0.55,2022,2024,2024-08-10T03:00:00Z,pending,29520,"Sowjanya Patnaik",mock/ward-55/GVMC-055-0001.json
GVMC-055-0002,55,Sabbavaram (Ward 55),Anakapalli,17.59486,83.03795,"D.No 5, Cross Street, Sabbavaram, Visakhapatnam - 530042",530042,Industrial,273,new_build,0.69,0.64,0.58,0.65,0.45,0.42,2022,2024,2024-12-07T02:00:00Z,pending,21840,"Venkata Chowdary",mock/ward-55/GVMC-055-0002.json
GVMC-055-0003,55,Sabbavaram (Ward 55),Anakapalli,17.616553,83.077502,"D.No 13-3, Lane, Sabbavaram, Visakhapatnam - 530042",530042,Vacant Land,744,new_build,0.44,0.46,0.44,0.35,0.24,0.26,2022,2024,2024-11-25T01:00:00Z,verified,59520,"Haritha Chowdary",mock/ward-55/GVMC-055-0003.json
GVMC-055-0004,55,Sabbavaram (Ward 55),Anakapalli,17.581096,83.07399,"D.No 23, Market Road, Sabbavaram, Visakhapatnam - 530042",530042,Vacant Land,252,change_of_use,0.75,0.79,0.73,0.68,0.5,0.47,2022,2024,2024-11-05T05:00:00Z,pending,10080,"Haritha Murthy",mock/ward-55/GVMC-055-0004.json
GVMC-055-0005,55,Sabbavaram (Ward 55),Anakapalli,17.641524,83.027494,"D.No 13, Colony Road, Sabbavaram, Visakhapatnam - 530042",530042,Commercial,248,new_build,0.98,0.96,0.81,0.83,0.75,0.65,2022,2024,2024-01-18T05:00:00Z,pending,19840,"Padma Kumar",mock/ward-55/GVMC-055-0005.json
GVMC-055-0006,55,Sabbavaram (Ward 55),Anakapalli,17.628618,83.003709,"D.No 4, Colony Road, Sabbavaram, Visakhapatnam - 530042",530042,Industrial,595,change_of_use,0.79,0.78,0.7,0.7,0.49,0.45,2022,2024,2024-10-16T01:00:00Z,verified,23800,"Prasad Patnaik",mock/ward-55/GVMC-055-0006.json
